"order_id","correct","student_id","skill_name"
1,0,1,"mathematic"
2,0,1,"mathematic"
3,0,1,"mathematic"
4,1,1,"mathematic"
5,1,1,"mathematic"
6,1,1,"mathematic"
7,0,1,"mathematic"
1,1,2,"mathematic"
2,1,2,"mathematic"
1,0,3,"mathematic"
2,1,3,"mathematic"
3,1,3,"mathematic"
4,1,3,"mathematic"
5,1,3,"mathematic"
6,1,3,"mathematic"
7,1,3,"mathematic"
8,1,3,"mathematic"
9,1,3,"mathematic"
10,1,3,"mathematic"
1,0,4,"mathematic"
2,1,4,"mathematic"
3,1,4,"mathematic"
1,0,5,"mathematic"
2,0,5,"mathematic"
3,0,5,"mathematic"
4,1,5,"mathematic"
1,0,6,"mathematic"
2,0,6,"mathematic"
1,1,7,"mathematic"
2,1,7,"mathematic"
3,1,7,"mathematic"
1,0,8,"mathematic"
1,1,9,"mathematic"
2,1,9,"mathematic"
3,0,9,"mathematic"
4,1,9,"mathematic"
1,1,10,"mathematic"
2,1,10,"mathematic"
3,1,10,"mathematic"
1,0,11,"mathematic"
2,1,11,"mathematic"
3,1,11,"mathematic"
4,1,11,"mathematic"
5,1,11,"mathematic"
6,1,11,"mathematic"
7,1,11,"mathematic"
8,1,11,"mathematic"
9,1,11,"mathematic"
1,1,12,"mathematic"
2,0,12,"mathematic"
3,0,12,"mathematic"
4,0,12,"mathematic"
1,0,13,"mathematic"
2,1,13,"mathematic"
3,1,13,"mathematic"
4,1,13,"mathematic"
5,1,13,"mathematic"
6,1,13,"mathematic"
1,0,14,"mathematic"
2,0,14,"mathematic"
3,1,14,"mathematic"
4,0,14,"mathematic"
1,1,15,"mathematic"
2,0,15,"mathematic"
3,0,15,"mathematic"
4,1,15,"mathematic"
1,0,16,"mathematic"
2,0,16,"mathematic"
1,0,17,"mathematic"
2,0,17,"mathematic"
3,0,17,"mathematic"
4,0,17,"mathematic"
5,0,17,"mathematic"
6,0,17,"mathematic"
7,1,17,"mathematic"
8,0,17,"mathematic"
9,0,17,"mathematic"
1,0,18,"mathematic"
2,1,18,"mathematic"
1,1,19,"mathematic"
2,1,19,"mathematic"
3,1,19,"mathematic"
4,1,19,"mathematic"
5,1,19,"mathematic"
6,1,19,"mathematic"
7,1,19,"mathematic"
1,0,20,"mathematic"
2,1,20,"mathematic"
3,1,20,"mathematic"
4,1,20,"mathematic"
5,1,20,"mathematic"
1,0,21,"mathematic"
2,1,21,"mathematic"
3,1,21,"mathematic"
4,1,21,"mathematic"
1,0,22,"mathematic"
2,1,22,"mathematic"
3,1,22,"mathematic"
4,1,22,"mathematic"
5,1,22,"mathematic"
6,1,22,"mathematic"
1,1,23,"mathematic"
2,1,23,"mathematic"
1,1,24,"mathematic"
2,1,24,"mathematic"
3,0,24,"mathematic"
4,1,24,"mathematic"
5,0,24,"mathematic"
6,1,24,"mathematic"
7,1,24,"mathematic"
8,1,24,"mathematic"
9,1,24,"mathematic"
10,1,24,"mathematic"
1,0,25,"mathematic"
2,1,25,"mathematic"
3,1,25,"mathematic"
1,0,26,"mathematic"
2,0,26,"mathematic"
3,0,26,"mathematic"
4,0,26,"mathematic"
5,1,26,"mathematic"
6,1,26,"mathematic"
7,1,26,"mathematic"
8,1,26,"mathematic"
1,0,27,"mathematic"
2,0,27,"mathematic"
3,1,27,"mathematic"
4,1,27,"mathematic"
5,1,27,"mathematic"
6,1,27,"mathematic"
7,1,27,"mathematic"
1,1,28,"mathematic"
2,1,28,"mathematic"
3,1,28,"mathematic"
4,1,28,"mathematic"
5,1,28,"mathematic"
1,0,29,"mathematic"
1,1,30,"mathematic"
2,1,30,"mathematic"
3,1,30,"mathematic"
4,1,30,"mathematic"
5,1,30,"mathematic"
6,1,30,"mathematic"
7,1,30,"mathematic"
8,1,30,"mathematic"
1,1,31,"mathematic"
2,0,31,"mathematic"
3,1,31,"mathematic"
4,0,31,"mathematic"
5,1,31,"mathematic"
6,1,31,"mathematic"
7,1,31,"mathematic"
8,1,31,"mathematic"
9,1,31,"mathematic"
1,1,32,"mathematic"
2,1,32,"mathematic"
3,1,32,"mathematic"
1,0,33,"mathematic"
1,0,34,"mathematic"
1,1,35,"mathematic"
2,1,35,"mathematic"
3,1,35,"mathematic"
1,0,36,"mathematic"
2,0,36,"mathematic"
3,0,36,"mathematic"
4,1,36,"mathematic"
5,1,36,"mathematic"
6,1,36,"mathematic"
7,1,36,"mathematic"
8,1,36,"mathematic"
1,1,37,"mathematic"
2,1,37,"mathematic"
3,1,37,"mathematic"
4,1,37,"mathematic"
5,1,37,"mathematic"
6,1,37,"mathematic"
7,0,37,"mathematic"
8,1,37,"mathematic"
9,1,37,"mathematic"
1,0,38,"mathematic"
2,1,38,"mathematic"
3,1,38,"mathematic"
1,0,39,"mathematic"
2,0,39,"mathematic"
3,0,39,"mathematic"
4,1,39,"mathematic"
5,1,39,"mathematic"
6,1,39,"mathematic"
7,1,39,"mathematic"
8,1,39,"mathematic"
9,1,39,"mathematic"
10,0,39,"mathematic"
1,0,40,"mathematic"
2,0,40,"mathematic"
3,0,40,"mathematic"
4,1,40,"mathematic"
5,1,40,"mathematic"
6,0,40,"mathematic"
7,0,40,"mathematic"
8,1,40,"mathematic"
9,1,40,"mathematic"
1,0,41,"mathematic"
2,1,41,"mathematic"
3,1,41,"mathematic"
4,1,41,"mathematic"
5,1,41,"mathematic"
6,1,41,"mathematic"
1,0,42,"mathematic"
2,0,42,"mathematic"
3,0,42,"mathematic"
4,1,42,"mathematic"
5,1,42,"mathematic"
6,1,42,"mathematic"
7,1,42,"mathematic"
8,1,42,"mathematic"
